County or equivalent,State or equivalent,Population (2019 estimate),Core Based Statistical Area
Green,Wisconsin,"37,090","Madison, WI Metropolitan Statistical Area"
Green Lake,Wisconsin,"18,959",
Iowa,Wisconsin,"23,749","Madison, WI Metropolitan Statistical Area"
Iron,Wisconsin,"5,886",
Jackson,Wisconsin,"20,644",
Jefferson,Wisconsin,"84,769","Watertown-Fort Atkinson, WI Micropolitan Statistical Area"
Juneau,Wisconsin,"26,547",
Kenosha,Wisconsin,"169,561","Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area"
Kewaunee,Wisconsin,"20,505","Green Bay, WI Metropolitan Statistical Area"
La Crosse,Wisconsin,"118,016","La Crosse-Onalaska, WI-MN Metropolitan Statistical Area"
Lafayette,Wisconsin,"16,766",
Langlade,Wisconsin,"19,575",
Lincoln,Wisconsin,"28,684","Merrill, WI Micropolitan Statistical Area"
Manitowoc,Wisconsin,"78,981","Manitowoc, WI Micropolitan Statistical Area"
Marathon,Wisconsin,"135,692","Wausau, WI Metropolitan Statistical Area"
Marinette,Wisconsin,"40,350","Marinette, WI-MI Micropolitan Statistical Area"
Marquette,Wisconsin,"15,176",
Menominee,Wisconsin,"4,317","Shawano, WI Micropolitan Statistical Area"
Milwaukee,Wisconsin,"945,726","Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area"
Monroe,Wisconsin,"46,253",
Oconto,Wisconsin,"37,930","Green Bay, WI Metropolitan Statistical Area"
Oneida,Wisconsin,"35,689",
Outagamie,Wisconsin,"187,885","Appleton, WI Metropolitan Statistical Area"
Ozaukee,Wisconsin,"89,221","Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area"
Pepin,Wisconsin,"7,360",
Pierce,Wisconsin,"42,754","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
Polk,Wisconsin,"43,783",
Portage,Wisconsin,"70,772","Stevens Point, WI Micropolitan Statistical Area"
Price,Wisconsin,"13,802",
Racine,Wisconsin,"196,311","Racine, WI Metropolitan Statistical Area"
Richland,Wisconsin,"17,717",
Rock,Wisconsin,"163,354","Janesville-Beloit, WI Metropolitan Statistical Area"
Rusk,Wisconsin,"14,395",
St. Croix,Wisconsin,"90,687","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area"
Sauk,Wisconsin,"64,442","Baraboo, WI Micropolitan Statistical Area"
Sawyer,Wisconsin,"16,513",
Shawano,Wisconsin,"40,899","Shawano, WI Micropolitan Statistical Area"
Sheboygan,Wisconsin,"115,340","Sheboygan, WI Metropolitan Statistical Area"
Taylor,Wisconsin,"20,610",
Trempealeau,Wisconsin,"29,582",
Vernon,Wisconsin,"30,329",
Vilas,Wisconsin,"21,368",
Walworth,Wisconsin,"103,868","Whitewater-Elkhorn, WI Micropolitan Statistical Area"
Washburn,Wisconsin,"15,686",
Washington,Wisconsin,"136,034","Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area"
Waukesha,Wisconsin,"404,198","Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area"
Waupaca,Wisconsin,"50,990",
Waushara,Wisconsin,"24,329",
Winnebago,Wisconsin,"171,907","Oshkosh-Neenah, WI Metropolitan Statistical Area"
Wood,Wisconsin,"72,999","Wisconsin Rapids-Marshfield, WI Micropolitan Statistical Area"
Albany,Wyoming,"38,880","Laramie, WY Micropolitan Statistical Area"
Big Horn,Wyoming,"11,790",
Campbell,Wyoming,"46,341","Gillette, WY Micropolitan Statistical Area"
Carbon,Wyoming,"14,800",
Converse,Wyoming,"13,822",
Crook,Wyoming,"7,584",
Fremont,Wyoming,"39,261","Riverton, WY Micropolitan Statistical Area"
Goshen,Wyoming,"13,211",
Hot Springs,Wyoming,"4,413",
Johnson,Wyoming,"8,445",
Laramie,Wyoming,"99,500","Cheyenne, WY Metropolitan Statistical Area"
Lincoln,Wyoming,"19,830",
Natrona,Wyoming,"79,858","Casper, WY Metropolitan Statistical Area"
Niobrara,Wyoming,"2,356",
